conversion_id,event_id,conversion_timestamp,conversion_value,attribution_model,sku,quantity
conv_alpha_001123,evt_alpha_006668,2024-02-29 00:00:00 CST,362,last_click,SKU-014,1
conv_alpha_001124,evt_alpha_007855,2024-03-01 00:00:00 CST,328,last_click,SKU-037,3
conv_alpha_001125,evt_alpha_003715,2024-03-08 00:00:00 CST,241,last_click,SKU-062,4
conv_alpha_001126,evt_alpha_007998,2024-03-22 00:00:00 CST,281,linear,SKU-095,2
conv_alpha_001127,evt_alpha_002070,2024-02-21 00:00:00 CST,129,first_click,SKU-058,2
conv_alpha_001128,evt_alpha_007480,2024-02-07 00:00:00 CST,468,last_click,SKU-047,2
conv_alpha_001129,evt_alpha_006696,2024-02-20 00:00:00 CST,46,last_click,SKU-008,2
conv_alpha_001130,evt_alpha_002184,2024-01-12 00:00:00 CST,472,last_click,SKU-021,2
conv_alpha_001131,evt_alpha_007393,2024-01-26 00:00:00 CST,263,first_click,SKU-068,1
conv_alpha_001132,evt_alpha_007229,2024-01-29 00:00:00 CST,479,first_click,SKU-019,2
conv_alpha_001133,evt_alpha_009541,2024-01-20 00:00:00 CST,473,last_click,SKU-009,2
conv_alpha_001134,evt_alpha_006433,2024-03-23 00:00:00 CST,129,last_click,SKU-041,1
conv_alpha_001135,evt_alpha_009547,2024-02-20 00:00:00 CST,68,last_click,SKU-063,3
conv_alpha_001136,evt_alpha_005724,2024-02-14 00:00:00 CST,189,last_click,SKU-035,1
conv_alpha_001137,evt_alpha_005165,2024-02-05 00:00:00 CST,13,last_click,SKU-065,2
conv_alpha_001138,evt_alpha_003114,2024-01-27 00:00:00 CST,229,last_click,SKU-088,2
conv_alpha_001139,evt_alpha_008498,2024-03-26 00:00:00 CST,347,first_click,SKU-016,4
conv_alpha_001140,evt_alpha_001346,2024-01-01 00:00:00 CST,107,last_click,SKU-026,2
conv_alpha_001141,evt_alpha_008635,2024-03-10 00:00:00 CST,309,last_click,SKU-007,3
conv_alpha_001142,evt_alpha_007072,2024-02-23 00:00:00 CST,205,first_click,SKU-075,4
conv_alpha_001143,evt_alpha_002764,2024-03-13 00:00:00 CST,60,first_click,SKU-018,2
conv_alpha_001144,evt_alpha_007638,2024-03-27 00:00:00 CST,60,first_click,SKU-005,2
conv_alpha_001145,evt_alpha_009646,2024-02-09 00:00:00 CST,220,linear,SKU-019,4
conv_alpha_001146,evt_alpha_001890,2024-02-06 00:00:00 CST,213,linear,SKU-080,4
conv_alpha_001147,evt_alpha_009703,2024-03-25 00:00:00 CST,192,last_click,SKU-084,4
conv_alpha_001148,evt_alpha_004217,2024-02-19 00:00:00 CST,415,last_click,SKU-008,4
conv_alpha_001149,evt_alpha_006688,2024-01-30 00:00:00 CST,101,linear,SKU-082,3
conv_alpha_001150,evt_alpha_002169,2024-01-10 00:00:00 CST,177,last_click,SKU-061,3
conv_alpha_001151,evt_alpha_002535,2024-02-20 00:00:00 CST,96,linear,SKU-019,2
conv_alpha_001152,evt_alpha_002877,2024-02-10 00:00:00 CST,345,linear,SKU-012,4
conv_alpha_001153,evt_alpha_006275,2024-01-12 00:00:00 CST,420,first_click,SKU-016,1
conv_alpha_001154,evt_alpha_001116,2024-01-12 00:00:00 CST,446,linear,SKU-001,4
conv_alpha_001155,evt_alpha_007943,2024-03-29 00:00:00 CST,236,first_click,SKU-063,3
conv_alpha_001156,evt_alpha_009210,2024-01-09 00:00:00 CST,317,last_click,SKU-054,4
conv_alpha_001157,evt_alpha_002021,2024-03-19 00:00:00 CST,319,first_click,SKU-041,3
conv_alpha_001158,evt_alpha_005182,2024-01-27 00:00:00 CST,48,last_click,SKU-006,3
conv_alpha_001159,evt_alpha_004909,2024-01-31 00:00:00 CST,449,linear,SKU-051,1
conv_alpha_001160,evt_alpha_008839,2024-03-23 00:00:00 CST,489,first_click,SKU-043,1
conv_alpha_001161,evt_alpha_008737,2024-02-16 00:00:00 CST,281,last_click,SKU-035,2
conv_alpha_001162,evt_alpha_006486,2024-02-24 00:00:00 CST,134,last_click,SKU-004,3
conv_alpha_001163,evt_alpha_001083,2024-03-23 00:00:00 CST,307,first_click,SKU-014,1
conv_alpha_001164,evt_alpha_002613,2024-02-21 00:00:00 CST,430,first_click,SKU-082,4
conv_alpha_001165,evt_alpha_000034,2024-02-24 00:00:00 CST,226,last_click,SKU-003,3
conv_alpha_001166,evt_alpha_005140,2024-02-27 00:00:00 CST,490,linear,SKU-027,2
conv_alpha_001167,evt_alpha_003363,2024-02-15 00:00:00 CST,242,first_click,SKU-024,2
conv_alpha_001168,evt_alpha_000494,2024-02-27 00:00:00 CST,165,first_click,SKU-048,3
conv_alpha_001169,evt_alpha_001255,2024-01-16 00:00:00 CST,233,first_click,SKU-051,2
conv_alpha_001170,evt_alpha_009964,2024-01-16 00:00:00 CST,267,last_click,SKU-039,1
conv_alpha_001171,evt_alpha_002269,2024-01-08 00:00:00 CST,102,linear,SKU-077,4
conv_alpha_001172,evt_alpha_005554,2024-03-16 00:00:00 CST,454,linear,SKU-040,3
conv_alpha_001173,evt_alpha_002821,2024-02-18 00:00:00 CST,152,first_click,SKU-047,3
conv_alpha_001174,evt_alpha_003655,2024-02-21 00:00:00 CST,481,linear,SKU-038,3
conv_alpha_001175,evt_alpha_009090,2024-02-17 00:00:00 CST,236,last_click,SKU-058,3
conv_alpha_001176,evt_alpha_009769,2024-02-10 00:00:00 CST,259,linear,SKU-026,4
conv_alpha_001177,evt_alpha_002811,2024-03-29 00:00:00 CST,229,linear,SKU-073,3
conv_alpha_001178,evt_alpha_004524,2024-02-05 00:00:00 CST,41,linear,SKU-005,4
conv_alpha_001179,evt_alpha_005201,2024-02-11 00:00:00 CST,385,linear,SKU-079,1
conv_alpha_001180,evt_alpha_002961,2024-03-11 00:00:00 CST,287,linear,SKU-022,3
conv_alpha_001181,evt_alpha_001409,2024-03-01 00:00:00 CST,212,first_click,SKU-026,3
conv_alpha_001182,evt_alpha_007780,2024-03-23 00:00:00 CST,211,linear,SKU-095,1
conv_alpha_001183,evt_alpha_004560,2024-03-14 00:00:00 CST,301,last_click,SKU-017,2
conv_alpha_001184,evt_alpha_007410,2024-02-19 00:00:00 CST,287,first_click,SKU-050,4
conv_alpha_001185,evt_alpha_005700,2024-01-03 00:00:00 CST,202,last_click,SKU-054,4
conv_alpha_001186,evt_alpha_005141,2024-02-02 00:00:00 CST,414,last_click,SKU-004,1
conv_alpha_001187,evt_alpha_000459,2024-03-27 00:00:00 CST,244,first_click,SKU-048,2
conv_alpha_001188,evt_alpha_004720,2024-02-14 00:00:00 CST,298,last_click,SKU-058,4
conv_alpha_001189,evt_alpha_007770,2024-02-19 00:00:00 CST,361,last_click,SKU-032,3
conv_alpha_001190,evt_alpha_004631,2024-01-19 00:00:00 CST,411,first_click,SKU-081,4
conv_alpha_001191,evt_alpha_000102,2024-03-04 00:00:00 CST,75,linear,SKU-039,3
conv_alpha_001192,evt_alpha_002354,2024-03-04 00:00:00 CST,361,linear,SKU-090,1
conv_alpha_001193,evt_alpha_004299,2024-02-19 00:00:00 CST,140,last_click,SKU-090,2
conv_alpha_001194,evt_alpha_001284,2024-03-13 00:00:00 CST,448,first_click,SKU-098,4
conv_alpha_001195,evt_alpha_003893,2024-03-02 00:00:00 CST,108,last_click,SKU-068,3
conv_alpha_001196,evt_alpha_009063,2024-02-22 00:00:00 CST,30,first_click,SKU-084,4
conv_alpha_001197,evt_alpha_000095,2024-01-27 00:00:00 CST,354,linear,SKU-045,2
conv_alpha_001198,evt_alpha_008534,2024-01-29 00:00:00 CST,130,last_click,SKU-021,1
conv_alpha_001199,evt_alpha_005713,2024-01-27 00:00:00 CST,215,first_click,SKU-031,2
conv_alpha_001200,evt_alpha_002311,2024-03-07 00:00:00 CST,172,first_click,SKU-075,4
conv_alpha_001201,evt_alpha_009971,2024-03-27 00:00:00 CST,206,first_click,SKU-037,4
conv_alpha_001202,evt_alpha_005389,2024-03-11 00:00:00 CST,126,last_click,SKU-002,2
conv_alpha_001203,evt_alpha_002052,2024-02-14 00:00:00 CST,54,linear,SKU-060,3
conv_alpha_001204,evt_alpha_008571,2024-02-11 00:00:00 CST,395,last_click,SKU-093,1
conv_alpha_001205,evt_alpha_000152,2024-01-22 00:00:00 CST,348,first_click,SKU-013,2
conv_alpha_001206,evt_alpha_009599,2024-02-26 00:00:00 CST,298,linear,SKU-033,4
conv_alpha_001207,evt_alpha_001419,2024-03-27 00:00:00 CST,260,last_click,SKU-029,3
conv_alpha_001208,evt_alpha_003131,2024-03-05 00:00:00 CST,161,last_click,SKU-057,3
conv_alpha_001209,evt_alpha_007620,2024-01-13 00:00:00 CST,169,linear,SKU-027,4
conv_alpha_001210,evt_alpha_003712,2024-03-03 00:00:00 CST,389,last_click,SKU-045,2
conv_alpha_001211,evt_alpha_002756,2024-02-12 00:00:00 CST,478,linear,SKU-012,4
conv_alpha_001212,evt_alpha_002762,2024-01-15 00:00:00 CST,134,first_click,SKU-062,3
conv_alpha_001213,evt_alpha_005359,2024-01-16 00:00:00 CST,494,linear,SKU-096,4
conv_alpha_001214,evt_alpha_002639,2024-02-09 00:00:00 CST,322,last_click,SKU-032,2
conv_alpha_001215,evt_alpha_000399,2024-01-05 00:00:00 CST,393,linear,SKU-043,3
conv_alpha_001216,evt_alpha_004657,2024-02-28 00:00:00 CST,93,last_click,SKU-019,4
conv_alpha_001217,evt_alpha_001009,2024-03-19 00:00:00 CST,303,linear,SKU-081,2
conv_alpha_001218,evt_alpha_003363,2024-01-05 00:00:00 CST,60,first_click,SKU-048,3
conv_alpha_001219,evt_alpha_009525,2024-01-28 00:00:00 CST,461,linear,SKU-008,3
conv_alpha_001220,evt_alpha_001308,2024-03-13 00:00:00 CST,413,last_click,SKU-007,2
conv_alpha_001221,evt_alpha_009481,2024-02-17 00:00:00 CST,79,last_click,SKU-076,4
conv_alpha_001222,evt_alpha_002125,2024-01-11 00:00:00 CST,277,linear,SKU-042,4
conv_alpha_001223,evt_alpha_007220,2024-03-23 00:00:00 CST,422,last_click,SKU-099,3
conv_alpha_001224,evt_alpha_007099,2024-03-20 00:00:00 CST,238,last_click,SKU-059,4
conv_alpha_001225,evt_alpha_004352,2024-01-25 00:00:00 CST,25,first_click,SKU-033,1
conv_alpha_001226,evt_alpha_001045,2024-03-07 00:00:00 CST,204,linear,SKU-043,4
conv_alpha_001227,evt_alpha_000062,2024-01-05 00:00:00 CST,373,last_click,SKU-038,1
conv_alpha_001228,evt_alpha_001759,2024-03-10 00:00:00 CST,479,last_click,SKU-010,3
conv_alpha_001229,evt_alpha_008077,2024-03-24 00:00:00 CST,334,linear,SKU-054,4
conv_alpha_001230,evt_alpha_009677,2024-02-26 00:00:00 CST,152,last_click,SKU-084,4
conv_alpha_001231,evt_alpha_003816,2024-01-21 00:00:00 CST,340,last_click,SKU-066,2
conv_alpha_001232,evt_alpha_004295,2024-03-12 00:00:00 CST,142,first_click,SKU-069,4
conv_alpha_001233,evt_alpha_007727,2024-03-10 00:00:00 CST,175,linear,SKU-018,1
conv_alpha_001234,evt_alpha_008770,2024-03-29 00:00:00 CST,414,linear,SKU-049,2
conv_alpha_001235,evt_alpha_008783,2024-02-21 00:00:00 CST,329,first_click,SKU-093,4
conv_alpha_001236,evt_alpha_005749,2024-02-15 00:00:00 CST,52,linear,SKU-001,2
conv_alpha_001237,evt_alpha_008905,2024-01-25 00:00:00 CST,98,linear,SKU-004,2
conv_alpha_001238,evt_alpha_001286,2024-01-17 00:00:00 CST,399,first_click,SKU-044,1
conv_alpha_001239,evt_alpha_007564,2024-02-01 00:00:00 CST,214,last_click,SKU-005,2
conv_alpha_001240,evt_alpha_000997,2024-03-22 00:00:00 CST,26,linear,SKU-060,3
conv_alpha_001241,evt_alpha_005385,2024-02-16 00:00:00 CST,372,last_click,SKU-040,1
conv_alpha_001242,evt_alpha_000584,2024-01-22 00:00:00 CST,35,linear,SKU-033,2
conv_alpha_001243,evt_alpha_001445,2024-01-19 00:00:00 CST,205,linear,SKU-007,4
conv_alpha_001244,evt_alpha_003487,2024-01-27 00:00:00 CST,450,last_click,SKU-054,1
conv_alpha_001245,evt_alpha_006482,2024-01-07 00:00:00 CST,343,last_click,SKU-037,2
conv_alpha_001246,evt_alpha_001412,2024-02-23 00:00:00 CST,57,last_click,SKU-052,3
conv_alpha_001247,evt_alpha_008525,2024-02-29 00:00:00 CST,268,linear,SKU-055,3
conv_alpha_001248,evt_alpha_009424,2024-03-22 00:00:00 CST,218,last_click,SKU-014,1
conv_alpha_001249,evt_alpha_004362,2024-02-16 00:00:00 CST,292,linear,SKU-034,4
conv_alpha_001250,evt_alpha_009489,2024-01-19 00:00:00 CST,475,linear,SKU-075,4
conv_alpha_001251,evt_alpha_006946,2024-02-05 00:00:00 CST,254,first_click,SKU-012,4
conv_alpha_001252,evt_alpha_003291,2024-02-13 00:00:00 CST,240,linear,SKU-030,4
conv_alpha_001253,evt_alpha_003919,2024-03-24 00:00:00 CST,18,last_click,SKU-046,1
conv_alpha_001254,evt_alpha_005854,2024-01-18 00:00:00 CST,437,first_click,SKU-039,2
conv_alpha_001255,evt_alpha_000633,2024-02-27 00:00:00 CST,332,linear,SKU-092,3
conv_alpha_001256,evt_alpha_000585,2024-03-24 00:00:00 CST,104,last_click,SKU-051,1
conv_alpha_001257,evt_alpha_002479,2024-01-22 00:00:00 CST,91,linear,SKU-055,2
conv_alpha_001258,evt_alpha_000044,2024-03-03 00:00:00 CST,201,linear,SKU-099,1
conv_alpha_001259,evt_alpha_007754,2024-03-01 00:00:00 CST,419,last_click,SKU-089,4
conv_alpha_001260,evt_alpha_005673,2024-03-26 00:00:00 CST,161,last_click,SKU-019,1
conv_alpha_001261,evt_alpha_007770,2024-03-23 00:00:00 CST,370,last_click,SKU-095,2
conv_alpha_001262,evt_alpha_002111,2024-03-12 00:00:00 CST,149,last_click,SKU-029,2
conv_alpha_001263,evt_alpha_001309,2024-03-13 00:00:00 CST,206,first_click,SKU-013,3
conv_alpha_001264,evt_alpha_009345,2024-02-02 00:00:00 CST,269,first_click,SKU-057,1
conv_alpha_001265,evt_alpha_005822,2024-01-12 00:00:00 CST,153,linear,SKU-056,3
conv_alpha_001266,evt_alpha_006274,2024-02-21 00:00:00 CST,25,linear,SKU-075,2
conv_alpha_001267,evt_alpha_009389,2024-01-31 00:00:00 CST,10,linear,SKU-030,1
conv_alpha_001268,evt_alpha_001551,2024-03-08 00:00:00 CST,97,linear,SKU-017,2
conv_alpha_001269,evt_alpha_006519,2024-01-26 00:00:00 CST,300,linear,SKU-015,3
conv_alpha_001270,evt_alpha_001351,2024-01-15 00:00:00 CST,126,linear,SKU-004,1
conv_alpha_001271,evt_alpha_009496,2024-01-08 00:00:00 CST,442,last_click,SKU-028,2
conv_alpha_001272,evt_alpha_009083,2024-01-06 00:00:00 CST,320,last_click,SKU-067,4
conv_alpha_001273,evt_alpha_004808,2024-03-19 00:00:00 CST,49,first_click,SKU-078,3
conv_alpha_001274,evt_alpha_000680,2024-03-30 00:00:00 CST,19,last_click,SKU-014,1
conv_alpha_001275,evt_alpha_002781,2024-02-22 00:00:00 CST,167,linear,SKU-063,3
conv_alpha_001276,evt_alpha_000222,2024-01-18 00:00:00 CST,391,linear,SKU-067,1
conv_alpha_001277,evt_alpha_003855,2024-03-19 00:00:00 CST,349,last_click,SKU-060,2
conv_alpha_001278,evt_alpha_005387,2024-02-02 00:00:00 CST,161,first_click,SKU-098,1
conv_alpha_001279,evt_alpha_005395,2024-03-12 00:00:00 CST,187,first_click,SKU-080,2
conv_alpha_001280,evt_alpha_009823,2024-01-30 00:00:00 CST,492,last_click,SKU-054,3
conv_alpha_001281,evt_alpha_002450,2024-02-03 00:00:00 CST,71,linear,SKU-031,4
conv_alpha_001282,evt_alpha_004919,2024-03-11 00:00:00 CST,309,linear,SKU-066,3
conv_alpha_001283,evt_alpha_006771,2024-03-26 00:00:00 CST,289,last_click,SKU-061,2
conv_alpha_001284,evt_alpha_004491,2024-01-14 00:00:00 CST,299,first_click,SKU-020,3
conv_alpha_001285,evt_alpha_008269,2024-03-22 00:00:00 CST,44,linear,SKU-081,4
conv_alpha_001286,evt_alpha_007340,2024-03-27 00:00:00 CST,223,last_click,SKU-031,1
conv_alpha_001287,evt_alpha_005400,2024-01-06 00:00:00 CST,46,last_click,SKU-031,2
conv_alpha_001288,evt_alpha_005382,2024-01-22 00:00:00 CST,13,linear,SKU-045,4
conv_alpha_001289,evt_alpha_009812,2024-03-13 00:00:00 CST,101,first_click,SKU-010,2
conv_alpha_001290,evt_alpha_001519,2024-01-04 00:00:00 CST,346,first_click,SKU-001,1
conv_alpha_001291,evt_alpha_005927,2024-02-17 00:00:00 CST,190,first_click,SKU-014,3
conv_alpha_001292,evt_alpha_006205,2024-02-05 00:00:00 CST,286,last_click,SKU-054,4
conv_alpha_001293,evt_alpha_008819,2024-01-27 00:00:00 CST,87,first_click,SKU-008,3
conv_alpha_001294,evt_alpha_009434,2024-03-01 00:00:00 CST,135,last_click,SKU-044,3
conv_alpha_001295,evt_alpha_002736,2024-01-28 00:00:00 CST,476,first_click,SKU-091,2
conv_alpha_001296,evt_alpha_002898,2024-02-26 00:00:00 CST,150,first_click,SKU-094,1
conv_alpha_001297,evt_alpha_009031,2024-01-29 00:00:00 CST,436,first_click,SKU-050,3
conv_alpha_001298,evt_alpha_009029,2024-02-25 00:00:00 CST,154,last_click,SKU-056,4
conv_alpha_001299,evt_alpha_003957,2024-01-02 00:00:00 CST,298,linear,SKU-039,3
conv_alpha_001300,evt_alpha_002034,2024-02-04 00:00:00 CST,296,linear,SKU-026,4
conv_alpha_001301,evt_alpha_001339,2024-02-19 00:00:00 CST,131,linear,SKU-020,4
conv_alpha_001302,evt_alpha_001908,2024-02-16 00:00:00 CST,11,linear,SKU-063,1
conv_alpha_001303,evt_alpha_001228,2024-03-03 00:00:00 CST,316,first_click,SKU-042,4
conv_alpha_001304,evt_alpha_004889,2024-02-23 00:00:00 CST,83,first_click,SKU-056,2
conv_alpha_001305,evt_alpha_008043,2024-03-05 00:00:00 CST,331,linear,SKU-064,3
conv_alpha_001306,evt_alpha_005878,2024-03-05 00:00:00 CST,205,linear,SKU-088,3
conv_alpha_001307,evt_alpha_008959,2024-03-21 00:00:00 CST,420,last_click,SKU-059,4
conv_alpha_001308,evt_alpha_005995,2024-02-23 00:00:00 CST,316,first_click,SKU-070,3
conv_alpha_001309,evt_alpha_007450,2024-01-05 00:00:00 CST,163,linear,SKU-056,3
conv_alpha_001310,evt_alpha_009422,2024-02-27 00:00:00 CST,53,last_click,SKU-089,4
conv_alpha_001311,evt_alpha_002143,2024-01-26 00:00:00 CST,78,first_click,SKU-075,1
conv_alpha_001312,evt_alpha_009179,2024-02-26 00:00:00 CST,345,first_click,SKU-029,4
conv_alpha_001313,evt_alpha_000897,2024-03-26 00:00:00 CST,84,linear,SKU-096,1
conv_alpha_001314,evt_alpha_000959,2024-01-05 00:00:00 CST,484,linear,SKU-076,4
conv_alpha_001315,evt_alpha_001247,2024-01-22 00:00:00 CST,328,first_click,SKU-045,1
conv_alpha_001316,evt_alpha_006858,2024-01-27 00:00:00 CST,116,linear,SKU-073,3
conv_alpha_001317,evt_alpha_009519,2024-02-12 00:00:00 CST,35,first_click,SKU-076,2
conv_alpha_001318,evt_alpha_003836,2024-02-06 00:00:00 CST,130,first_click,SKU-044,4
conv_alpha_001319,evt_alpha_005632,2024-02-04 00:00:00 CST,333,first_click,SKU-072,2
conv_alpha_001320,evt_alpha_005643,2024-03-12 00:00:00 CST,260,last_click,SKU-060,3
conv_alpha_001321,evt_alpha_005854,2024-02-01 00:00:00 CST,157,linear,SKU-083,3
conv_alpha_001322,evt_alpha_000072,2024-03-24 00:00:00 CST,155,last_click,SKU-060,2
conv_alpha_001323,evt_alpha_002227,2024-02-20 00:00:00 CST,167,linear,SKU-069,4
conv_alpha_001324,evt_alpha_005809,2024-02-28 00:00:00 CST,40,first_click,SKU-033,1
conv_alpha_001325,evt_alpha_009234,2024-01-15 00:00:00 CST,331,linear,SKU-087,4
conv_alpha_001326,evt_alpha_005684,2024-03-10 00:00:00 CST,359,linear,SKU-023,1
conv_alpha_001327,evt_alpha_003342,2024-02-16 00:00:00 CST,123,last_click,SKU-009,2
conv_alpha_001328,evt_alpha_004913,2024-02-22 00:00:00 CST,114,linear,SKU-093,3
conv_alpha_001329,evt_alpha_009133,2024-02-27 00:00:00 CST,266,first_click,SKU-092,1
conv_alpha_001330,evt_alpha_007385,2024-03-22 00:00:00 CST,257,last_click,SKU-041,4
conv_alpha_001331,evt_alpha_006610,2024-02-02 00:00:00 CST,81,last_click,SKU-091,1
conv_alpha_001332,evt_alpha_008361,2024-01-08 00:00:00 CST,257,first_click,SKU-096,3
conv_alpha_001333,evt_alpha_008675,2024-01-10 00:00:00 CST,457,linear,SKU-086,3
conv_alpha_001334,evt_alpha_000597,2024-03-25 00:00:00 CST,487,linear,SKU-066,4
conv_alpha_001335,evt_alpha_007594,2024-01-23 00:00:00 CST,48,first_click,SKU-036,2
conv_alpha_001336,evt_alpha_006072,2024-02-16 00:00:00 CST,60,linear,SKU-030,4
conv_alpha_001337,evt_alpha_005195,2024-03-04 00:00:00 CST,325,first_click,SKU-038,1
conv_alpha_001338,evt_alpha_003295,2024-02-19 00:00:00 CST,284,linear,SKU-062,1
conv_alpha_001339,evt_alpha_004332,2024-02-15 00:00:00 CST,328,linear,SKU-002,3
conv_alpha_001340,evt_alpha_005343,2024-01-02 00:00:00 CST,302,last_click,SKU-057,2
conv_alpha_001341,evt_alpha_001087,2024-03-21 00:00:00 CST,432,linear,SKU-074,2
conv_alpha_001342,evt_alpha_009998,2024-03-01 00:00:00 CST,453,first_click,SKU-061,2
conv_alpha_001343,evt_alpha_006527,2024-02-09 00:00:00 CST,173,linear,SKU-039,4
conv_alpha_001344,evt_alpha_003383,2024-01-28 00:00:00 CST,300,linear,SKU-088,3
conv_alpha_001345,evt_alpha_006036,2024-03-23 00:00:00 CST,169,first_click,SKU-034,4
conv_alpha_001346,evt_alpha_004433,2024-01-11 00:00:00 CST,340,first_click,SKU-001,4
conv_alpha_001347,evt_alpha_003840,2024-01-24 00:00:00 CST,50,first_click,SKU-071,2
conv_alpha_001348,evt_alpha_004048,2024-02-18 00:00:00 CST,149,last_click,SKU-067,3
conv_alpha_001349,evt_alpha_007738,2024-03-12 00:00:00 CST,26,first_click,SKU-060,4
conv_alpha_001350,evt_alpha_000193,2024-01-20 00:00:00 CST,329,linear,SKU-036,2
conv_alpha_001351,evt_alpha_007703,2024-03-26 00:00:00 CST,402,first_click,SKU-049,1
conv_alpha_001352,evt_alpha_003850,2024-01-06 00:00:00 CST,452,linear,SKU-049,3
conv_alpha_001353,evt_alpha_000495,2024-02-16 00:00:00 CST,310,last_click,SKU-040,2
conv_alpha_001354,evt_alpha_000776,2024-01-08 00:00:00 CST,442,first_click,SKU-026,4
conv_alpha_001355,evt_alpha_001419,2024-03-04 00:00:00 CST,208,linear,SKU-080,2
conv_alpha_001356,evt_alpha_005666,2024-02-19 00:00:00 CST,243,linear,SKU-040,2
conv_alpha_001357,evt_alpha_007770,2024-03-07 00:00:00 CST,491,last_click,SKU-032,4
conv_alpha_001358,evt_alpha_002722,2024-02-22 00:00:00 CST,389,linear,SKU-037,1
conv_alpha_001359,evt_alpha_001620,2024-03-18 00:00:00 CST,416,linear,SKU-007,1
conv_alpha_001360,evt_alpha_001997,2024-03-23 00:00:00 CST,116,linear,SKU-072,4
conv_alpha_001361,evt_alpha_007173,2024-01-10 00:00:00 CST,315,last_click,SKU-014,1
conv_alpha_001362,evt_alpha_002021,2024-03-11 00:00:00 CST,414,last_click,SKU-011,2
conv_alpha_001363,evt_alpha_000419,2024-03-15 00:00:00 CST,64,first_click,SKU-094,1
conv_alpha_001364,evt_alpha_002886,2024-02-15 00:00:00 CST,302,first_click,SKU-049,1
conv_alpha_001365,evt_alpha_006484,2024-01-14 00:00:00 CST,281,first_click,SKU-095,3
conv_alpha_001366,evt_alpha_009720,2024-03-15 00:00:00 CST,361,first_click,SKU-063,1
conv_alpha_001367,evt_alpha_007844,2024-01-11 00:00:00 CST,157,last_click,SKU-034,4
conv_alpha_001368,evt_alpha_005984,2024-02-27 00:00:00 CST,180,first_click,SKU-072,2
conv_alpha_001369,evt_alpha_000443,2024-01-11 00:00:00 CST,203,first_click,SKU-004,2
conv_alpha_001370,evt_alpha_000472,2024-02-21 00:00:00 CST,53,first_click,SKU-015,4
conv_alpha_001371,evt_alpha_000864,2024-02-01 00:00:00 CST,79,linear,SKU-001,2
conv_alpha_001372,evt_alpha_005349,2024-01-20 00:00:00 CST,245,first_click,SKU-069,1
conv_alpha_001373,evt_alpha_000359,2024-02-20 00:00:00 CST,11,first_click,SKU-017,2
conv_alpha_001374,evt_alpha_007889,2024-01-17 00:00:00 CST,113,linear,SKU-056,2
conv_alpha_001375,evt_alpha_000798,2024-02-05 00:00:00 CST,284,last_click,SKU-032,1
conv_alpha_001376,evt_alpha_002284,2024-01-04 00:00:00 CST,334,last_click,SKU-047,3
conv_alpha_001377,evt_alpha_005754,2024-02-10 00:00:00 CST,394,first_click,SKU-042,3
conv_alpha_001378,evt_alpha_009950,2024-03-01 00:00:00 CST,337,first_click,SKU-046,4
conv_alpha_001379,evt_alpha_007253,2024-02-12 00:00:00 CST,24,first_click,SKU-060,4
conv_alpha_001380,evt_alpha_008304,2024-01-25 00:00:00 CST,318,first_click,SKU-002,1
conv_alpha_001381,evt_alpha_001964,2024-02-13 00:00:00 CST,163,linear,SKU-031,3
conv_alpha_001382,evt_alpha_005939,2024-01-02 00:00:00 CST,459,first_click,SKU-093,1
conv_alpha_001383,evt_alpha_002441,2024-02-15 00:00:00 CST,195,last_click,SKU-085,3
conv_alpha_001384,evt_alpha_002316,2024-02-20 00:00:00 CST,345,linear,SKU-088,2
conv_alpha_001385,evt_alpha_007939,2024-01-31 00:00:00 CST,401,first_click,SKU-025,2
conv_alpha_001386,evt_alpha_002262,2024-01-11 00:00:00 CST,229,last_click,SKU-087,1
conv_alpha_001387,evt_alpha_005244,2024-02-29 00:00:00 CST,457,last_click,SKU-043,1
conv_alpha_001388,evt_alpha_006847,2024-02-16 00:00:00 CST,493,last_click,SKU-098,4
conv_alpha_001389,evt_alpha_008266,2024-01-08 00:00:00 CST,171,last_click,SKU-052,1
conv_alpha_001390,evt_alpha_006461,2024-03-05 00:00:00 CST,151,last_click,SKU-091,4
conv_alpha_001391,evt_alpha_005771,2024-03-04 00:00:00 CST,133,first_click,SKU-008,1
conv_alpha_001392,evt_alpha_001511,2024-03-06 00:00:00 CST,206,last_click,SKU-081,3
conv_alpha_001393,evt_alpha_007246,2024-01-12 00:00:00 CST,492,first_click,SKU-067,2
conv_alpha_001394,evt_alpha_001409,2024-01-15 00:00:00 CST,384,linear,SKU-007,4
conv_alpha_001395,evt_alpha_004359,2024-03-30 00:00:00 CST,67,first_click,SKU-084,2
conv_alpha_001396,evt_alpha_008885,2024-01-29 00:00:00 CST,190,first_click,SKU-031,4
conv_alpha_001397,evt_alpha_005213,2024-01-22 00:00:00 CST,135,first_click,SKU-005,2
conv_alpha_001398,evt_alpha_000890,2024-03-10 00:00:00 CST,116,linear,SKU-035,2
conv_alpha_001399,evt_alpha_005589,2024-02-20 00:00:00 CST,87,linear,SKU-001,1
conv_alpha_001400,evt_alpha_006671,2024-01-20 00:00:00 CST,425,first_click,SKU-059,3
conv_alpha_001401,evt_alpha_006586,2024-03-26 00:00:00 CST,270,first_click,SKU-039,4
conv_alpha_001402,evt_alpha_008360,2024-03-02 00:00:00 CST,84,first_click,SKU-051,3
conv_alpha_001403,evt_alpha_008654,2024-01-12 00:00:00 CST,255,first_click,SKU-047,1
