event_id,timestamp,adType,cost_micros,impressions,clicks,conv_click_7d,revenue_7d,campaign_id,sku,audience_segment,device,currency,timezone
evt_alpha_000186,2024-01-26 11:00:00 CST,sp,1754753,4499,292,14,3371,camp_alpha_004,SKU-015,lookalike,UNKNOWN,USD,CST
evt_alpha_000187,2024-03-27 05:00:00 CST,SD,2879499,6670,492,20,406,camp_alpha_011,SKU-080,lookalike,mobile,USD,CST
evt_alpha_000188,2024-01-15 03:00:00 CST,onsite_disp,3717556,240,469,18,963,camp_alpha_016,SKU-052,inmarket,tablet,USD,CST
evt_alpha_000189,2024-01-29 14:00:00 CST,offsite_vid,524226,7411,105,35,1681,camp_alpha_002,SKU-049,retargeting,UNKNOWN,USD,CST
evt_alpha_000190,2024-03-30 10:00:00 CST,onsite_disp,275211,7152,158,6,2359,camp_alpha_017,SKU-042,retargeting,desktop,USD,CST
evt_alpha_000191,2024-02-25 03:00:00 CST,offsite_vid,4926563,1898,309,0,1708,camp_alpha_010,SKU-047,lookalike,mobile,USD,CST
evt_alpha_000192,2024-01-22 21:00:00 CST,sp,3429049,4716,270,9,2425,camp_alpha_010,SKU-072,,UNKNOWN,USD,CST
evt_alpha_000193,2024-02-18 04:00:00 CST,offsite_vid,1597618,3783,59,38,3273,camp_alpha_018,SKU-019,,desktop,USD,CST
evt_alpha_000194,2024-02-24 17:00:00 CST,sp,295246,9876,482,43,1249,camp_alpha_001,SKU-021,retargeting,desktop,USD,CST
evt_alpha_000195,2024-02-17 04:00:00 CST,onsite_disp,4858982,7427,10,9,968,camp_alpha_014,SKU-077,retargeting,mobile,USD,CST
evt_alpha_000196,2024-01-25 01:00:00 CST,offsite_vid,357681,9869,373,38,4008,camp_alpha_017,SKU-075,lookalike,UNKNOWN,USD,CST
evt_alpha_000197,2024-02-29 13:00:00 CST,onsite_disp,1224905,9482,108,45,4131,camp_alpha_008,SKU-097,,tablet,USD,CST
evt_alpha_000198,2024-03-13 07:00:00 CST,sp,503322,5289,424,38,707,camp_alpha_013,SKU-049,,desktop,USD,CST
evt_alpha_000199,2024-02-29 04:00:00 CST,offsite_vid,4177716,7497,199,49,66,camp_alpha_012,SKU-058,lookalike,desktop,USD,CST
evt_alpha_000200,2024-03-10 01:00:00 CST,onsite_disp,880641,9786,285,7,661,camp_alpha_012,SKU-058,,mobile,USD,CST
evt_alpha_000201,2024-03-17 14:00:00 CST,sp,2488278,307,105,29,632,camp_alpha_016,SKU-012,retargeting,UNKNOWN,USD,CST
evt_alpha_000202,2024-01-12 07:00:00 CST,offsite_vid,1290402,1779,29,44,4443,camp_alpha_019,SKU-005,,UNKNOWN,USD,CST
evt_alpha_000203,2024-03-05 20:00:00 CST,offsite_vid,2414181,6649,465,7,1766,camp_alpha_001,SKU-016,,desktop,USD,CST
evt_alpha_000204,2024-01-14 03:00:00 CST,sp,3513654,6357,236,1,2408,camp_alpha_002,SKU-091,retargeting,mobile,USD,CST
evt_alpha_000205,2024-03-05 10:00:00 CST,onsite_disp,2235219,7674,153,3,4406,camp_alpha_006,SKU-035,inmarket,tablet,USD,CST
evt_alpha_000206,2024-01-15 21:00:00 CST,offsite_vid,1894291,4207,238,48,4137,camp_alpha_006,SKU-082,retargeting,tablet,USD,CST
evt_alpha_000207,2024-01-30 23:00:00 CST,SD,3833149,7729,133,2,3919,camp_alpha_007,SKU-052,inmarket,mobile,USD,CST
evt_alpha_000208,2024-01-15 20:00:00 CST,onsite_disp,4215362,7473,275,17,4361,camp_alpha_002,SKU-025,retargeting,desktop,USD,CST
evt_alpha_000209,2024-02-02 03:00:00 CST,onsite_disp,3251629,9425,335,45,2946,camp_alpha_003,SKU-041,inmarket,mobile,USD,CST
evt_alpha_000210,2024-01-13 20:00:00 CST,SD,1909377,1063,24,14,4223,camp_alpha_013,SKU-031,inmarket,UNKNOWN,USD,CST
evt_alpha_000211,2024-01-18 05:00:00 CST,offsite_vid,571082,4449,129,22,1953,camp_alpha_010,SKU-089,inmarket,desktop,USD,CST
evt_alpha_000212,2024-01-11 17:00:00 CST,sp,1633854,5275,462,8,2130,camp_alpha_009,SKU-099,retargeting,mobile,USD,CST
evt_alpha_000213,2024-01-28 13:00:00 CST,onsite_disp,237478,8691,251,32,1638,camp_alpha_008,SKU-017,retargeting,tablet,USD,CST
evt_alpha_000214,2024-02-21 19:00:00 CST,offsite_vid,1644613,3402,177,36,767,camp_alpha_003,SKU-007,lookalike,UNKNOWN,USD,CST
evt_alpha_000215,2024-03-26 13:00:00 CST,onsite_disp,1646236,3816,182,1,2293,camp_alpha_006,SKU-079,retargeting,desktop,USD,CST
evt_alpha_000216,2024-03-27 23:00:00 CST,onsite_disp,1638112,6456,473,49,2385,camp_alpha_005,SKU-045,,UNKNOWN,USD,CST
evt_alpha_000217,2024-03-21 02:00:00 CST,sp,4757851,4898,404,25,2557,camp_alpha_004,SKU-034,,UNKNOWN,USD,CST
evt_alpha_000218,2024-03-22 07:00:00 CST,onsite_disp,3915144,9751,412,37,2601,camp_alpha_010,SKU-013,retargeting,mobile,USD,CST
evt_alpha_000219,2024-03-04 16:00:00 CST,offsite_vid,4196392,8716,128,1,571,camp_alpha_016,SKU-029,retargeting,desktop,USD,CST
evt_alpha_000220,2024-02-27 07:00:00 CST,sp,4023227,9006,246,33,775,camp_alpha_008,SKU-049,lookalike,mobile,USD,CST
evt_alpha_000221,2024-02-29 22:00:00 CST,offsite_vid,1065188,7183,448,22,2148,camp_alpha_008,SKU-077,,mobile,USD,CST
evt_alpha_000222,2024-03-27 10:00:00 CST,sp,4155447,7750,151,16,1668,camp_alpha_008,SKU-058,lookalike,desktop,USD,CST
evt_alpha_000223,2024-01-11 19:00:00 CST,onsite_disp,4004722,5610,498,27,562,camp_alpha_011,SKU-058,retargeting,mobile,USD,CST
evt_alpha_000224,2024-01-08 09:00:00 CST,SD,2618638,6611,219,16,1246,camp_alpha_008,SKU-025,retargeting,desktop,USD,CST
evt_alpha_000225,2024-03-19 17:00:00 CST,onsite_disp,1357008,1927,381,3,1613,camp_alpha_009,SKU-041,retargeting,desktop,USD,CST
evt_alpha_000226,2024-03-02 17:00:00 CST,SD,1103171,8943,346,39,769,camp_alpha_013,SKU-053,,tablet,USD,CST
evt_alpha_000227,2024-01-16 01:00:00 CST,onsite_disp,3393705,9227,401,8,4583,camp_alpha_014,SKU-089,inmarket,desktop,USD,CST
evt_alpha_000228,2024-01-30 19:00:00 CST,sp,963403,785,112,20,4066,camp_alpha_007,SKU-012,retargeting,tablet,USD,CST
evt_alpha_000229,2024-01-18 20:00:00 CST,sp,1647261,401,359,45,646,camp_alpha_012,SKU-096,lookalike,UNKNOWN,USD,CST
evt_alpha_000230,2024-03-26 21:00:00 CST,onsite_disp,2220539,3637,257,28,4308,camp_alpha_015,SKU-052,lookalike,desktop,USD,CST
evt_alpha_000231,2024-03-19 18:00:00 CST,onsite_disp,3790583,8752,277,42,2468,camp_alpha_001,SKU-056,lookalike,tablet,USD,CST
evt_alpha_000232,2024-01-19 22:00:00 CST,sp,129725,6026,107,46,1304,camp_alpha_005,SKU-008,inmarket,desktop,USD,CST
evt_alpha_000233,2024-01-16 07:00:00 CST,sp,2640034,548,387,39,1855,camp_alpha_010,SKU-098,lookalike,mobile,USD,CST
evt_alpha_000234,2024-01-10 20:00:00 CST,offsite_vid,2957261,9214,65,40,2159,camp_alpha_013,SKU-009,,UNKNOWN,USD,CST
evt_alpha_000235,2024-03-26 09:00:00 CST,SD,616409,3183,208,13,1037,camp_alpha_002,SKU-053,retargeting,UNKNOWN,USD,CST
evt_alpha_000236,2024-03-15 15:00:00 CST,onsite_disp,845182,5210,69,18,1124,camp_alpha_004,SKU-004,,desktop,USD,CST
evt_alpha_000237,2024-01-24 21:00:00 CST,onsite_disp,4842297,1928,229,20,4917,camp_alpha_008,SKU-021,inmarket,desktop,USD,CST
evt_alpha_000238,2024-02-15 03:00:00 CST,offsite_vid,4201036,2663,220,13,3586,camp_alpha_005,SKU-080,inmarket,tablet,USD,CST
evt_alpha_000239,2024-01-04 23:00:00 CST,SD,1257655,261,157,17,3259,camp_alpha_019,SKU-049,lookalike,desktop,USD,CST
evt_alpha_000240,2024-03-23 21:00:00 CST,offsite_vid,1190668,641,313,37,2974,camp_alpha_004,SKU-064,lookalike,UNKNOWN,USD,CST
evt_alpha_000241,2024-02-14 03:00:00 CST,SD,390998,6356,182,32,1169,camp_alpha_017,SKU-092,lookalike,tablet,USD,CST
evt_alpha_000242,2024-03-15 21:00:00 CST,sp,3684197,1383,147,47,2010,camp_alpha_015,SKU-070,lookalike,desktop,USD,CST
evt_alpha_000243,2024-03-15 06:00:00 CST,sp,4798713,3571,324,9,2097,camp_alpha_003,SKU-077,lookalike,mobile,USD,CST
evt_alpha_000244,2024-03-10 16:00:00 CST,onsite_disp,4102713,8099,420,19,2096,camp_alpha_010,SKU-064,retargeting,UNKNOWN,USD,CST
evt_alpha_000245,2024-03-10 03:00:00 CST,SD,1677969,3078,128,23,3384,camp_alpha_004,SKU-070,retargeting,desktop,USD,CST
evt_alpha_000246,2024-02-15 11:00:00 CST,offsite_vid,1811672,7810,83,23,4643,camp_alpha_012,SKU-030,inmarket,UNKNOWN,USD,CST
evt_alpha_000247,2024-01-07 02:00:00 CST,onsite_disp,119675,8561,119,9,3471,camp_alpha_010,SKU-089,retargeting,desktop,USD,CST
evt_alpha_000248,2024-02-13 08:00:00 CST,sp,1862999,2743,337,42,689,camp_alpha_001,SKU-091,lookalike,desktop,USD,CST
evt_alpha_000249,2024-01-15 17:00:00 CST,offsite_vid,2263859,5691,142,47,1449,camp_alpha_012,SKU-014,retargeting,mobile,USD,CST
evt_alpha_000250,2024-02-27 20:00:00 CST,SD,1963236,3770,217,36,2352,camp_alpha_019,SKU-089,retargeting,UNKNOWN,USD,CST
evt_alpha_000251,2024-01-12 08:00:00 CST,sp,3777361,7975,382,41,597,camp_alpha_001,SKU-081,,mobile,USD,CST
evt_alpha_000252,2024-03-01 01:00:00 CST,offsite_vid,778841,2190,168,38,3669,camp_alpha_017,SKU-017,inmarket,desktop,USD,CST
evt_alpha_000253,2024-03-10 01:00:00 CST,sp,3949033,1637,21,47,3137,camp_alpha_010,SKU-098,,UNKNOWN,USD,CST
evt_alpha_000254,2024-02-20 06:00:00 CST,SD,3466823,5513,443,9,610,camp_alpha_019,SKU-063,retargeting,UNKNOWN,USD,CST
evt_alpha_000255,2024-02-01 06:00:00 CST,sp,2865331,9469,382,3,4979,camp_alpha_015,SKU-085,lookalike,desktop,USD,CST
evt_alpha_000256,2024-01-14 08:00:00 CST,offsite_vid,2739929,3967,25,48,4542,camp_alpha_002,SKU-025,,desktop,USD,CST
evt_alpha_000257,2024-01-03 07:00:00 CST,offsite_vid,543945,9303,226,5,1814,camp_alpha_018,SKU-043,lookalike,mobile,USD,CST
evt_alpha_000258,2024-02-20 10:00:00 CST,offsite_vid,1328807,8187,475,40,2211,camp_alpha_005,SKU-085,,tablet,USD,CST
evt_alpha_000259,2024-01-09 14:00:00 CST,onsite_disp,4513359,2385,103,17,4563,camp_alpha_006,SKU-012,inmarket,tablet,USD,CST
evt_alpha_000260,2024-03-20 02:00:00 CST,sp,3114938,1998,39,37,2976,camp_alpha_001,SKU-008,retargeting,UNKNOWN,USD,CST
evt_alpha_000261,2024-02-17 10:00:00 CST,sp,3837859,7233,453,45,1781,camp_alpha_019,SKU-032,retargeting,UNKNOWN,USD,CST
evt_alpha_000262,2024-01-11 13:00:00 CST,onsite_disp,1516207,5348,62,44,1910,camp_alpha_013,SKU-034,,UNKNOWN,USD,CST
evt_alpha_000263,2024-02-28 22:00:00 CST,offsite_vid,3917242,8104,24,2,2400,camp_alpha_004,SKU-025,,desktop,USD,CST
evt_alpha_000264,2024-01-26 04:00:00 CST,onsite_disp,3978363,364,371,37,645,camp_alpha_019,SKU-060,,mobile,USD,CST
evt_alpha_000265,2024-01-11 01:00:00 CST,onsite_disp,1306123,2604,212,23,1154,camp_alpha_012,SKU-092,inmarket,desktop,USD,CST
evt_alpha_000266,2024-01-21 23:00:00 CST,SD,4515677,9272,162,33,4136,camp_alpha_019,SKU-047,inmarket,desktop,USD,CST
evt_alpha_000267,2024-03-15 22:00:00 CST,offsite_vid,4729375,6516,324,43,1674,camp_alpha_015,SKU-091,lookalike,mobile,USD,CST
evt_alpha_000268,2024-03-24 15:00:00 CST,SD,3902177,4678,423,27,1070,camp_alpha_007,SKU-070,retargeting,UNKNOWN,USD,CST
evt_alpha_000269,2024-01-01 07:00:00 CST,onsite_disp,3991839,9894,3,24,4628,camp_alpha_003,SKU-057,retargeting,mobile,USD,CST
evt_alpha_000270,2024-02-15 19:00:00 CST,SD,575595,7668,38,8,3938,camp_alpha_013,SKU-079,inmarket,tablet,USD,CST
evt_alpha_000271,2024-01-06 22:00:00 CST,onsite_disp,4770817,6801,37,13,2659,camp_alpha_008,SKU-062,lookalike,tablet,USD,CST
evt_alpha_000272,2024-01-30 13:00:00 CST,onsite_disp,2992371,8572,423,23,4365,camp_alpha_006,SKU-087,inmarket,UNKNOWN,USD,CST
evt_alpha_000273,2024-03-23 13:00:00 CST,onsite_disp,339017,5494,200,27,2220,camp_alpha_007,SKU-078,lookalike,mobile,USD,CST
evt_alpha_000274,2024-01-19 14:00:00 CST,offsite_vid,2509381,1560,316,35,2512,camp_alpha_009,SKU-064,retargeting,UNKNOWN,USD,CST
evt_alpha_000275,2024-02-21 13:00:00 CST,onsite_disp,195028,1862,488,13,2269,camp_alpha_009,SKU-068,lookalike,UNKNOWN,USD,CST
evt_alpha_000276,2024-01-08 01:00:00 CST,sp,1516828,7889,85,40,3198,camp_alpha_016,SKU-093,inmarket,mobile,USD,CST
evt_alpha_000277,2024-02-17 11:00:00 CST,onsite_disp,952746,9877,468,20,1348,camp_alpha_016,SKU-020,retargeting,tablet,USD,CST
evt_alpha_000278,2024-02-13 00:00:00 CST,sp,560796,7468,444,8,1058,camp_alpha_017,SKU-098,,UNKNOWN,USD,CST
evt_alpha_000279,2024-03-05 07:00:00 CST,sp,4786166,1547,331,11,526,camp_alpha_009,SKU-019,inmarket,UNKNOWN,USD,CST
evt_alpha_000280,2024-01-22 07:00:00 CST,sp,2024914,9865,275,28,4274,camp_alpha_004,SKU-055,lookalike,UNKNOWN,USD,CST
evt_alpha_000281,2024-01-28 03:00:00 CST,SD,370914,293,471,33,2394,camp_alpha_009,SKU-001,,tablet,USD,CST
evt_alpha_000282,2024-02-07 05:00:00 CST,SD,2184504,6816,267,5,729,camp_alpha_008,SKU-083,,desktop,USD,CST
evt_alpha_000283,2024-03-05 12:00:00 CST,sp,3472455,8433,290,47,4796,camp_alpha_006,SKU-049,inmarket,mobile,USD,CST
evt_alpha_000284,2024-03-02 07:00:00 CST,onsite_disp,849971,5087,352,25,340,camp_alpha_017,SKU-064,inmarket,desktop,USD,CST
evt_alpha_000285,2024-02-23 08:00:00 CST,sp,1285111,5012,40,16,855,camp_alpha_019,SKU-059,lookalike,tablet,USD,CST
evt_alpha_000286,2024-02-10 06:00:00 CST,sp,4768170,1617,146,10,1356,camp_alpha_014,SKU-045,retargeting,UNKNOWN,USD,CST
evt_alpha_000287,2024-01-19 11:00:00 CST,offsite_vid,4485724,6232,108,11,3311,camp_alpha_001,SKU-045,inmarket,tablet,USD,CST
evt_alpha_000288,2024-03-09 07:00:00 CST,sp,747341,3841,492,46,726,camp_alpha_017,SKU-047,,desktop,USD,CST
evt_alpha_000289,2024-01-18 01:00:00 CST,offsite_vid,4508285,3844,126,35,593,camp_alpha_005,SKU-019,lookalike,UNKNOWN,USD,CST
evt_alpha_000290,2024-02-09 19:00:00 CST,sp,3085696,431,377,14,4006,camp_alpha_002,SKU-063,retargeting,mobile,USD,CST
evt_alpha_000291,2024-03-14 01:00:00 CST,onsite_disp,4550252,9201,209,8,770,camp_alpha_006,SKU-027,retargeting,desktop,USD,CST
evt_alpha_000292,2024-02-07 02:00:00 CST,offsite_vid,4518909,6539,257,16,4008,camp_alpha_012,SKU-035,lookalike,mobile,USD,CST
evt_alpha_000293,2024-02-24 12:00:00 CST,onsite_disp,3408505,5576,212,48,1150,camp_alpha_006,SKU-028,retargeting,desktop,USD,CST
evt_alpha_000294,2024-01-18 03:00:00 CST,onsite_disp,1879685,3359,363,33,1823,camp_alpha_003,SKU-067,,UNKNOWN,USD,CST
evt_alpha_000295,2024-03-19 08:00:00 CST,onsite_disp,2279431,1241,99,32,1943,camp_alpha_007,SKU-034,,UNKNOWN,USD,CST
evt_alpha_000296,2024-02-06 06:00:00 CST,offsite_vid,907744,2706,147,18,3273,camp_alpha_018,SKU-092,lookalike,tablet,USD,CST
evt_alpha_000297,2024-01-11 16:00:00 CST,sp,1433572,1029,175,11,4928,camp_alpha_004,SKU-050,retargeting,desktop,USD,CST
evt_alpha_000298,2024-03-28 02:00:00 CST,onsite_disp,4495564,8039,153,26,4458,camp_alpha_010,SKU-051,inmarket,desktop,USD,CST
evt_alpha_000299,2024-02-28 14:00:00 CST,sp,882877,4109,484,36,123,camp_alpha_005,SKU-035,lookalike,desktop,USD,CST
evt_alpha_000300,2024-03-08 17:00:00 CST,offsite_vid,2072424,2516,284,12,4154,camp_alpha_015,SKU-017,retargeting,UNKNOWN,USD,CST
evt_alpha_000301,2024-01-22 03:00:00 CST,sp,4296656,2032,161,44,4916,camp_alpha_019,SKU-003,inmarket,desktop,USD,CST
evt_alpha_000302,2024-02-01 12:00:00 CST,onsite_disp,4424848,440,429,43,1556,camp_alpha_012,SKU-011,lookalike,UNKNOWN,USD,CST
evt_alpha_000303,2024-01-01 23:00:00 CST,sp,3039362,5104,110,33,2186,camp_alpha_004,SKU-051,retargeting,mobile,USD,CST
evt_alpha_000304,2024-03-22 07:00:00 CST,SD,4472216,7005,274,36,998,camp_alpha_008,SKU-028,retargeting,mobile,USD,CST
evt_alpha_000305,2024-02-05 21:00:00 CST,onsite_disp,4988639,3262,116,33,266,camp_alpha_013,SKU-047,,desktop,USD,CST
evt_alpha_000306,2024-01-21 21:00:00 CST,onsite_disp,2223238,575,4,16,1207,camp_alpha_009,SKU-046,inmarket,UNKNOWN,USD,CST
evt_alpha_000307,2024-03-10 16:00:00 CST,onsite_disp,2327503,5967,307,31,4677,camp_alpha_004,SKU-075,retargeting,desktop,USD,CST
evt_alpha_000308,2024-03-28 22:00:00 CST,onsite_disp,1330746,2908,498,49,3536,camp_alpha_019,SKU-053,inmarket,tablet,USD,CST
evt_alpha_000309,2024-03-22 18:00:00 CST,onsite_disp,3776158,2919,390,44,4258,camp_alpha_016,SKU-073,,UNKNOWN,USD,CST
evt_alpha_000310,2024-02-14 16:00:00 CST,sp,2299391,7842,293,2,2490,camp_alpha_005,SKU-013,lookalike,desktop,USD,CST
evt_alpha_000311,2024-03-01 22:00:00 CST,offsite_vid,3869457,4217,348,21,4778,camp_alpha_003,SKU-054,inmarket,desktop,USD,CST
evt_alpha_000312,2024-03-04 20:00:00 CST,offsite_vid,2802882,795,285,29,3234,camp_alpha_019,SKU-008,inmarket,mobile,USD,CST
evt_alpha_000313,2024-03-11 06:00:00 CST,onsite_disp,788152,9864,0,14,4236,camp_alpha_008,SKU-008,retargeting,UNKNOWN,USD,CST
evt_alpha_000314,2024-03-13 00:00:00 CST,offsite_vid,3602626,3275,22,8,4897,camp_alpha_014,SKU-078,,UNKNOWN,USD,CST
evt_alpha_000315,2024-01-30 05:00:00 CST,onsite_disp,1397991,8038,397,12,3756,camp_alpha_002,SKU-045,retargeting,tablet,USD,CST
evt_alpha_000316,2024-01-16 01:00:00 CST,offsite_vid,2781206,8013,379,15,4545,camp_alpha_013,SKU-056,lookalike,tablet,USD,CST
evt_alpha_000317,2024-02-03 06:00:00 CST,onsite_disp,3314215,1338,461,26,3701,camp_alpha_007,SKU-053,lookalike,mobile,USD,CST
evt_alpha_000318,2024-01-17 08:00:00 CST,SD,2099284,2928,20,18,3858,camp_alpha_017,SKU-055,lookalike,UNKNOWN,USD,CST
evt_alpha_000319,2024-03-02 09:00:00 CST,SD,4908163,5675,53,19,159,camp_alpha_018,SKU-014,inmarket,UNKNOWN,USD,CST
evt_alpha_000320,2024-02-22 23:00:00 CST,onsite_disp,3488445,6946,259,12,1035,camp_alpha_014,SKU-034,inmarket,UNKNOWN,USD,CST
evt_alpha_000321,2024-03-15 08:00:00 CST,offsite_vid,541904,7858,440,30,1264,camp_alpha_018,SKU-096,inmarket,desktop,USD,CST
evt_alpha_000322,2024-03-21 22:00:00 CST,offsite_vid,834983,6156,389,4,888,camp_alpha_011,SKU-065,lookalike,tablet,USD,CST
evt_alpha_000323,2024-01-09 01:00:00 CST,offsite_vid,4179441,9110,140,18,2224,camp_alpha_006,SKU-056,,tablet,USD,CST
evt_alpha_000324,2024-02-06 16:00:00 CST,SD,855612,7194,393,46,4118,camp_alpha_011,SKU-013,retargeting,mobile,USD,CST
evt_alpha_000325,2024-01-24 11:00:00 CST,onsite_disp,1504355,4988,93,8,4628,camp_alpha_019,SKU-083,,mobile,USD,CST
evt_alpha_000326,2024-02-11 16:00:00 CST,sp,2350229,5523,358,27,1023,camp_alpha_009,SKU-099,lookalike,UNKNOWN,USD,CST
evt_alpha_000327,2024-01-18 13:00:00 CST,onsite_disp,2988939,5068,379,6,4072,camp_alpha_013,SKU-082,retargeting,mobile,USD,CST
evt_alpha_000328,2024-01-31 01:00:00 CST,offsite_vid,391464,4524,165,10,3893,camp_alpha_001,SKU-087,retargeting,mobile,USD,CST
evt_alpha_000329,2024-02-03 08:00:00 CST,offsite_vid,4909479,7530,291,17,939,camp_alpha_008,SKU-054,inmarket,mobile,USD,CST
evt_alpha_000330,2024-01-21 10:00:00 CST,onsite_disp,3755180,7580,48,9,2100,camp_alpha_010,SKU-046,retargeting,mobile,USD,CST
evt_alpha_000331,2024-01-24 01:00:00 CST,SD,1811952,7111,397,9,674,camp_alpha_003,SKU-017,,desktop,USD,CST
evt_alpha_000332,2024-01-24 10:00:00 CST,sp,2713987,1501,187,25,2277,camp_alpha_001,SKU-084,lookalike,UNKNOWN,USD,CST
evt_alpha_000333,2024-01-16 14:00:00 CST,sp,2929915,2845,459,26,3764,camp_alpha_010,SKU-059,lookalike,desktop,USD,CST
evt_alpha_000334,2024-02-03 04:00:00 CST,SD,392575,1624,152,32,4025,camp_alpha_007,SKU-057,inmarket,UNKNOWN,USD,CST
evt_alpha_000335,2024-01-16 15:00:00 CST,onsite_disp,3956756,4679,460,6,4402,camp_alpha_009,SKU-032,lookalike,UNKNOWN,USD,CST
evt_alpha_000336,2024-03-27 23:00:00 CST,offsite_vid,373452,8935,103,2,3996,camp_alpha_009,SKU-029,inmarket,desktop,USD,CST
evt_alpha_000337,2024-01-28 12:00:00 CST,onsite_disp,4922139,6714,427,25,515,camp_alpha_008,SKU-009,lookalike,mobile,USD,CST
evt_alpha_000338,2024-02-25 19:00:00 CST,SD,357354,6783,277,40,1552,camp_alpha_012,SKU-071,inmarket,mobile,USD,CST
evt_alpha_000339,2024-01-26 09:00:00 CST,onsite_disp,844748,6510,460,7,3431,camp_alpha_004,SKU-095,,tablet,USD,CST
evt_alpha_000340,2024-03-05 16:00:00 CST,onsite_disp,1696853,9884,46,30,4781,camp_alpha_018,SKU-026,retargeting,desktop,USD,CST
evt_alpha_000341,2024-01-05 19:00:00 CST,offsite_vid,1851498,2395,53,32,2993,camp_alpha_006,SKU-027,inmarket,tablet,USD,CST
evt_alpha_000342,2024-03-01 20:00:00 CST,SD,389220,7657,293,21,2349,camp_alpha_013,SKU-095,inmarket,tablet,USD,CST
evt_alpha_000343,2024-01-06 07:00:00 CST,offsite_vid,2337035,7988,239,10,2380,camp_alpha_018,SKU-011,lookalike,UNKNOWN,USD,CST
evt_alpha_000344,2024-03-10 08:00:00 CST,offsite_vid,1207810,9567,47,25,2493,camp_alpha_012,SKU-011,retargeting,mobile,USD,CST
evt_alpha_000345,2024-01-18 18:00:00 CST,onsite_disp,3604438,9161,373,17,1283,camp_alpha_012,SKU-029,lookalike,mobile,USD,CST
evt_alpha_000346,2024-01-17 10:00:00 CST,onsite_disp,3301473,1029,246,7,3212,camp_alpha_010,SKU-008,inmarket,UNKNOWN,USD,CST
evt_alpha_000347,2024-03-05 10:00:00 CST,onsite_disp,524528,3767,87,49,85,camp_alpha_012,SKU-009,retargeting,desktop,USD,CST
evt_alpha_000348,2024-02-05 04:00:00 CST,offsite_vid,1873055,4109,254,42,2217,camp_alpha_008,SKU-066,lookalike,UNKNOWN,USD,CST
evt_alpha_000349,2024-02-17 21:00:00 CST,sp,1906684,7718,363,12,1196,camp_alpha_010,SKU-009,inmarket,UNKNOWN,USD,CST
evt_alpha_000350,2024-01-27 01:00:00 CST,onsite_disp,2395936,3843,88,28,4422,camp_alpha_017,SKU-067,,UNKNOWN,USD,CST
evt_alpha_000351,2024-02-04 02:00:00 CST,sp,4420614,3774,345,13,4369,camp_alpha_013,SKU-093,,mobile,USD,CST
evt_alpha_000352,2024-03-22 03:00:00 CST,sp,806673,8445,364,19,3699,camp_alpha_010,SKU-059,lookalike,mobile,USD,CST
evt_alpha_000353,2024-01-05 00:00:00 CST,sp,1306184,2880,67,4,4746,camp_alpha_019,SKU-021,lookalike,UNKNOWN,USD,CST
evt_alpha_000354,2024-01-26 18:00:00 CST,onsite_disp,1884006,7570,326,25,4647,camp_alpha_005,SKU-021,inmarket,UNKNOWN,USD,CST
evt_alpha_000355,2024-01-23 09:00:00 CST,offsite_vid,2629832,9683,146,47,614,camp_alpha_014,SKU-028,inmarket,mobile,USD,CST
evt_alpha_000356,2024-03-08 14:00:00 CST,onsite_disp,4657220,9682,279,26,4135,camp_alpha_004,SKU-098,retargeting,UNKNOWN,USD,CST
evt_alpha_000357,2024-01-24 09:00:00 CST,offsite_vid,247745,8220,432,22,3252,camp_alpha_013,SKU-069,lookalike,desktop,USD,CST
evt_alpha_000358,2024-02-22 08:00:00 CST,sp,2622620,3932,187,5,1380,camp_alpha_010,SKU-040,lookalike,tablet,USD,CST
evt_alpha_000359,2024-02-07 20:00:00 CST,sp,4909045,6034,451,27,4939,camp_alpha_006,SKU-036,lookalike,mobile,USD,CST
evt_alpha_000360,2024-03-09 12:00:00 CST,onsite_disp,1199577,8597,29,36,1135,camp_alpha_019,SKU-078,retargeting,desktop,USD,CST
evt_alpha_000361,2024-02-16 21:00:00 CST,offsite_vid,2176198,5241,212,20,1991,camp_alpha_017,SKU-016,lookalike,tablet,USD,CST
evt_alpha_000362,2024-01-31 09:00:00 CST,SD,4996799,4638,161,8,976,camp_alpha_011,SKU-096,inmarket,desktop,USD,CST
evt_alpha_000363,2024-01-17 03:00:00 CST,offsite_vid,4545818,2900,320,24,2610,camp_alpha_004,SKU-081,retargeting,tablet,USD,CST
evt_alpha_000364,2024-03-28 01:00:00 CST,offsite_vid,2282926,7363,422,5,3072,camp_alpha_015,SKU-023,inmarket,tablet,USD,CST
evt_alpha_000365,2024-02-26 16:00:00 CST,SD,1948058,780,476,8,4677,camp_alpha_006,SKU-084,,mobile,USD,CST
evt_alpha_000366,2024-01-03 16:00:00 CST,onsite_disp,4597968,9391,367,46,2156,camp_alpha_001,SKU-081,lookalike,desktop,USD,CST
evt_alpha_000367,2024-01-15 03:00:00 CST,offsite_vid,2327039,1251,451,17,368,camp_alpha_019,SKU-043,,tablet,USD,CST
evt_alpha_000368,2024-03-18 00:00:00 CST,SD,792924,6971,314,28,3922,camp_alpha_006,SKU-097,retargeting,UNKNOWN,USD,CST
evt_alpha_000369,2024-03-23 20:00:00 CST,sp,1133668,6526,335,5,999,camp_alpha_013,SKU-064,inmarket,tablet,USD,CST
